"","V1","V2"
"A0A1W6IQX6","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5NF37","Protein Tat (Transactivating regulatory protein)","5"
"M1KW88","Protein Tat (Transactivating regulatory protein)","5"
"I7FUQ2","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5NRR3","Protein Tat (Transactivating regulatory protein)","5"
"A0A1S5RJE5","Protein Tat (Transactivating regulatory protein)","5"
"M4UTH6","Protein Tat (Transactivating regulatory protein)","5"
"D4PE76","Protein Tat (Transactivating regulatory protein)","5"
"Q8ADP2","Protein Tat (Transactivating regulatory protein)","5"
"F5BD93","Protein Tat (Transactivating regulatory protein)","5"
"Q6JN90","Protein Tat (Transactivating regulatory protein)","5"
"A9Y6A4","Protein Tat (Transactivating regulatory protein)","5"
"Q7ZJ90","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M4F737","Protein Tat (Transactivating regulatory protein)","5"
"A0A1P8DGF9","Protein Tat (Transactivating regulatory protein)","5"
"A0ZVB1","Protein Tat (Transactivating regulatory protein)","5"
"D6NW29","Protein Tat (Transactivating regulatory protein)","5"
"D6NW71","Protein Tat (Transactivating regulatory protein)","5"
"I1V8Q8","Protein Tat (Transactivating regulatory protein)","5"
"H6CXW6","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1EFC0","Protein Tat (Transactivating regulatory protein)","5"
"A0A0B5KZQ6","Protein Tat (Transactivating regulatory protein)","5"
"Q8UTG6","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C0ZR24","Protein Tat (Transactivating regulatory protein)","5"
"A8JZ19","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M4F489","Protein Tat (Transactivating regulatory protein)","5"
"A0A650F952","Protein Tat (Transactivating regulatory protein)","5"
"A0A7T8AWQ9","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5PW51","Protein Tat (Transactivating regulatory protein)","5"
"Q4JG99","Protein Tat (Transactivating regulatory protein)","5"
"Q8JBG5","Protein Tat (Transactivating regulatory protein)","5"
"Q9YKV4","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C0ZSW2","Protein Tat (Transactivating regulatory protein)","5"
"A0A0K1H9G3","Protein Tat (Transactivating regulatory protein)","5"
"Q8AQU2","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QLW0","Protein Tat (Transactivating regulatory protein)","5"
"A0A4Y1NPV5","Protein Tat (Transactivating regulatory protein)","5"
"A0A5J5ZYI9","Protein Tat (Transactivating regulatory protein)","5"
"D6NWX3","Protein Tat (Transactivating regulatory protein)","5"
"F8RJ69","Protein Tat (Transactivating regulatory protein)","5"
"Q2EFP1","Protein Tat (Transactivating regulatory protein)","5"
"A0A161D3B3","Protein Tat (Transactivating regulatory protein)","5"
"Q1KWM9","Protein Tat (Transactivating regulatory protein)","5"
"Q6S7Z3","Protein Tat (Transactivating regulatory protein)","5"
"C5HQA1","Protein Tat (Transactivating regulatory protein)","5"
"A0A286LG20","Protein Tat (Transactivating regulatory protein)","5"
"Q6EJV1","Protein Tat (Transactivating regulatory protein)","5"
"A0A2L1KVG1","Protein Tat (Transactivating regulatory protein)","5"
"Q77688","Protein Tat (Transactivating regulatory protein)","5"
"A0A411KEM9","Protein Tat (Transactivating regulatory protein)","5"
"Q4QX25","Protein Tat (Transactivating regulatory protein)","5"
"Q9DQ05","Protein Tat (Transactivating regulatory protein)","5"
"A0A2R4HIE9","Protein Tat (Transactivating regulatory protein)","5"
"H6CTJ1","Protein Tat (Transactivating regulatory protein)","5"
"Q1KWT3","Protein Tat (Transactivating regulatory protein)","5"
"A0A2L1KVC4","Protein Tat (Transactivating regulatory protein)","5"
"A0A060KVH1","Protein Tat (Transactivating regulatory protein)","5"
"D6NX32","Protein Tat (Transactivating regulatory protein)","5"
"I1X6W2","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1DG29","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5PVM8","Protein Tat (Transactivating regulatory protein)","5"
"A0A7T7WW43","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C0N1Q3","Protein Tat (Transactivating regulatory protein)","5"
"A0A7T8AWV3","Protein Tat (Transactivating regulatory protein)","5"
"U5YT02","Protein Tat (Transactivating regulatory protein)","5"
"C5HB26","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6UEI5","Protein Tat (Transactivating regulatory protein)","5"
"A0A0B5L6U5","Protein Tat (Transactivating regulatory protein)","5"
"J9RUK8","Protein Tat (Transactivating regulatory protein)","5"
"V9QKF2","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5QX03","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M6LUI6","Protein Tat (Transactivating regulatory protein)","5"
"M4P7S5","Protein Tat (Transactivating regulatory protein)","5"
"A8T6N5","Protein Tat (Transactivating regulatory protein)","5"
"D2SRY4","Protein Tat (Transactivating regulatory protein)","5"
"D6QZF7","Protein Tat (Transactivating regulatory protein)","5"
"D6NX69","Protein Tat (Transactivating regulatory protein)","5"
"D5KGR0","Protein Tat (Transactivating regulatory protein)","5"
"M1L4E4","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M4F4Y9","Protein Tat (Transactivating regulatory protein)","5"
"A0A7T8AX05","Protein Tat (Transactivating regulatory protein)","5"
"R9WXK8","Protein Tat (Transactivating regulatory protein)","5"
"Q5EE89","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C0ZTF1","Protein Tat (Transactivating regulatory protein)","5"
"A0A1L4AN44","Protein Tat (Transactivating regulatory protein)","5"
"A0A0U4DG78","Protein Tat (Transactivating regulatory protein)","5"
"Q52S62","Protein Tat (Transactivating regulatory protein)","5"
"C5IGU1","Protein Tat (Transactivating regulatory protein)","5"
"D6NWD4","Protein Tat (Transactivating regulatory protein)","5"
"Q5MGW2","Protein Tat (Transactivating regulatory protein)","5"
"A0A7G5WNT6","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5NZN1","Protein Tat (Transactivating regulatory protein)","5"
"D6NX19","Protein Tat (Transactivating regulatory protein)","5"
"A0MGJ5","Protein Tat (Transactivating regulatory protein)","5"
"A0A7U0MPR8","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5PDM0","Protein Tat (Transactivating regulatory protein)","5"
"A0A0K2DQ67","Protein Tat (Transactivating regulatory protein)","5"
"A0A059SQD2","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1J4K4","Protein Tat (Transactivating regulatory protein)","5"
"A0A1S6Q254","Protein Tat (Transactivating regulatory protein)","5"
"Q2VAQ0","Protein Tat (Transactivating regulatory protein)","5"
"A0A6B7E4L0","Protein Tat (Transactivating regulatory protein)","5"
"Q6UEV4","Protein Tat (Transactivating regulatory protein)","5"
"A0A6H0JW87","Protein Tat (Transactivating regulatory protein)","5"
"K4MUP8","Protein Tat (Transactivating regulatory protein)","5"
"A0A6H0MMY5","Protein Tat (Transactivating regulatory protein)","5"
"A0A411KEZ3","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G2Y522","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5QX50","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5QZX2","Protein Tat (Transactivating regulatory protein)","5"
"Q9WJV9","Protein Tat (Transactivating regulatory protein)","5"
"V9QIK1","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C0ZV55","Protein Tat (Transactivating regulatory protein)","5"
"C7G2H3","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C1AF22","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5PZH2","Protein Tat (Transactivating regulatory protein)","5"
"H6CUE3","Protein Tat (Transactivating regulatory protein)","5"
"A9Y695","Protein Tat (Transactivating regulatory protein)","5"
"A0A3S7RJG5","Protein Tat (Transactivating regulatory protein)","5"
"A0A7D6EGQ8","Protein Tat (Transactivating regulatory protein)","5"
"Q2VAX9","Protein Tat (Transactivating regulatory protein)","5"
"R4QRH2","Protein Tat (Transactivating regulatory protein)","5"
"A0A0M4AP93","Protein Tat (Transactivating regulatory protein)","5"
"H6D0X8","Protein Tat (Transactivating regulatory protein)","5"
"C7A6S8","Protein Tat (Transactivating regulatory protein)","5"
"V5W3U6","Protein Tat (Transactivating regulatory protein)","5"
"A0A6H0MDA7","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QQK1","Protein Tat (Transactivating regulatory protein)","5"
"T1WK04","Protein Tat (Transactivating regulatory protein)","5"
"C9E906","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6U9S9","Protein Tat (Transactivating regulatory protein)","5"
"D5KE72","Protein Tat (Transactivating regulatory protein)","5"
"M4UT10","Protein Tat (Transactivating regulatory protein)","5"
"A1DQY5","Protein Tat (Transactivating regulatory protein)","5"
"A0A1L7E6S6","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1DGV1","Protein Tat (Transactivating regulatory protein)","5"
"A0A6C1AHB9","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QM89","Protein Tat (Transactivating regulatory protein)","5"
"M4TFG6","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QKF7","Protein Tat (Transactivating regulatory protein)","5"
"A0A7U0MPZ6","Protein Tat (Transactivating regulatory protein)","5"
"A0A166XJX2","Protein Tat (Transactivating regulatory protein)","5"
"A0A221J1I7","Protein Tat (Transactivating regulatory protein)","5"
"A0A161CFS0","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6PIJ2","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QJQ7","Protein Tat (Transactivating regulatory protein)","5"
"C5HAV9","Protein Tat (Transactivating regulatory protein)","5"
"A0A076V905","Protein Tat (Transactivating regulatory protein)","5"
"A0A410SVY6","Protein Tat (Transactivating regulatory protein)","5"
"A0A1V0CPR5","Protein Tat (Transactivating regulatory protein)","5"
"D3XNE4","Protein Tat (Transactivating regulatory protein)","5"
"A0A221J182","Protein Tat (Transactivating regulatory protein)","5"
"A0A5J6SBH2","Protein Tat (Transactivating regulatory protein)","5"
"D2KF06","Protein Tat (Transactivating regulatory protein)","5"
"I1V8V3","Protein Tat (Transactivating regulatory protein)","5"
"A0A5J6A069","Protein Tat (Transactivating regulatory protein)","5"
"A6MI20","Protein Tat (Transactivating regulatory protein)","5"
"A0A0M4AGC1","Protein Tat (Transactivating regulatory protein)","5"
"A0A3S7TEB7","Protein Tat (Transactivating regulatory protein)","5"
"A0A0H4LEG3","Protein Tat (Transactivating regulatory protein)","5"
"M1KXV6","Protein Tat (Transactivating regulatory protein)","5"
"D6NWU1","Protein Tat (Transactivating regulatory protein)","5"
"A0A7T8KPZ4","Protein Tat (Transactivating regulatory protein)","5"
"D6NWC3","Protein Tat (Transactivating regulatory protein)","5"
"D6NWL8","Protein Tat (Transactivating regulatory protein)","5"
"D6NVZ0","Protein Tat (Transactivating regulatory protein)","5"
"I6QPY5","Protein Tat (Transactivating regulatory protein)","5"
"C7A6B6","Protein Tat (Transactivating regulatory protein)","5"
"Q8UPQ8","Protein Tat (Transactivating regulatory protein)","5"
"D6NVV7","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M4F0U8","Protein Tat (Transactivating regulatory protein)","5"
"A0A1S6Q213","Protein Tat (Transactivating regulatory protein)","5"
"Q901W6","Protein Tat (Transactivating regulatory protein)","5"
"H6D267","Protein Tat (Transactivating regulatory protein)","5"
"A0A286LG62","Protein Tat (Transactivating regulatory protein)","5"
"A0A286LGK9","Protein Tat (Transactivating regulatory protein)","5"
"H6D410","Protein Tat (Transactivating regulatory protein)","5"
"B2Z1Z9","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QLB8","Protein Tat (Transactivating regulatory protein)","5"
"B5AF21","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QLZ0","Protein Tat (Transactivating regulatory protein)","5"
"A0A4D6T934","Protein Tat (Transactivating regulatory protein)","5"
"A0A4D6TFV7","Protein Tat (Transactivating regulatory protein)","5"
"A0A0M4AGV2","Protein Tat (Transactivating regulatory protein)","5"
"F5CFP2","Protein Tat (Transactivating regulatory protein)","5"
"A0A0M3PMZ6","Protein Tat (Transactivating regulatory protein)","5"
"A0A2L1KWH9","Protein Tat (Transactivating regulatory protein)","5"
"A0A0B5KV33","Protein Tat (Transactivating regulatory protein)","5"
"F2YXG7","Protein Tat (Transactivating regulatory protein)","5"
"Q74810","Protein Tat (Transactivating regulatory protein)","5"
"D6NWW8","Protein Tat (Transactivating regulatory protein)","5"
"A0A7L9QMJ7","Protein Tat (Transactivating regulatory protein)","5"
"B5AF12","Protein Tat (Transactivating regulatory protein)","5"
"A0A0K1RFG3","Protein Tat (Transactivating regulatory protein)","5"
"A0A6H0YHI3","Protein Tat (Transactivating regulatory protein)","5"
"A0A6M3U581","Protein Tat (Transactivating regulatory protein)","5"
"D6NWQ7","Protein Tat (Transactivating regulatory protein)","5"
"Q9J0G8","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1DVT1","Protein Tat (Transactivating regulatory protein)","5"
"Q8JC20","Protein Tat (Transactivating regulatory protein)","5"
"Q900L0","Protein Tat (Transactivating regulatory protein)","5"
"Q1M053","Protein Tat (Transactivating regulatory protein)","5"
"A0A5J6NFQ9","Protein Tat (Transactivating regulatory protein)","5"
"A0A4Y5TSF8","Protein Tat (Transactivating regulatory protein)","5"
"V9QJZ2","Protein Tat (Transactivating regulatory protein)","5"
"A0A1L4AN38","Protein Tat (Transactivating regulatory protein)","5"
"R9WY36","Protein Tat (Transactivating regulatory protein)","5"
"A1DQY3","Protein Tat (Transactivating regulatory protein)","5"
"M1K8I8","Protein Tat (Transactivating regulatory protein)","5"
"D6NWB2","Protein Tat (Transactivating regulatory protein)","5"
"A0A0K1H6M3","Protein Tat (Transactivating regulatory protein)","5"
"I3RU10","Protein Tat (Transactivating regulatory protein)","5"
"M1T1R8","Protein Tat (Transactivating regulatory protein)","5"
"A0A094KHM2","C-C motif chemokine (Fragment)","4"
"A0A4W4GUA2","Stress-activated protein kinase JNK (EC 2.7.11.24)","2"
"A0A6C1AC98","Protein Tat (Transactivating regulatory protein)","5"
"M4TTQ4","Protein Tat (Transactivating regulatory protein)","5"
"A0A4D6TDP3","Protein Tat (Transactivating regulatory protein)","5"
"Q0EBM5","Protein Tat (Transactivating regulatory protein)","5"
"A0A159C963","Protein Tat (Transactivating regulatory protein)","5"
"A0A7U0MPC7","Protein Tat (Transactivating regulatory protein)","5"
"A0A1S5RJI7","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1D4T3","Protein Tat (Transactivating regulatory protein)","5"
"A0A221IYC6","Protein Tat (Transactivating regulatory protein)","5"
"A0A0E3E716","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5PSK3","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5QX43","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5QXT6","Protein Tat (Transactivating regulatory protein)","5"
"A0A2S1EEK6","Protein Tat (Transactivating regulatory protein)","5"
"M4P018","Protein Tat (Transactivating regulatory protein)","5"
"A8VH75","Protein Tat (Transactivating regulatory protein)","5"
"M1KYA0","Protein Tat (Transactivating regulatory protein)","5"
"M4T9U2","Protein Tat (Transactivating regulatory protein)","5"
"M4TLR9","Protein Tat (Transactivating regulatory protein)","5"
"A0A7S6G466","Protein Tat (Transactivating regulatory protein)","5"
"A0A0K1H9U8","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6U548","Protein Tat (Transactivating regulatory protein)","5"
"A0A6H0JWY1","Protein Tat (Transactivating regulatory protein)","5"
"A0A221J2S6","Protein Tat (Transactivating regulatory protein)","5"
"Q3S5P0","Protein Tat (Transactivating regulatory protein)","5"
"Q2L7Y9","Protein Tat (Transactivating regulatory protein)","5"
"G9IPR7","Protein Tat (Transactivating regulatory protein)","5"
"V9QIM7","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6U307","Protein Tat (Transactivating regulatory protein)","5"
"Q8UPM4","Protein Tat (Transactivating regulatory protein)","5"
"A0A1V0CQ38","Protein Tat (Transactivating regulatory protein)","5"
"A0A2I6U785","Protein Tat (Transactivating regulatory protein)","5"
"A8T6K7","Protein Tat (Transactivating regulatory protein)","5"
"D3GFQ2","Protein Tat (Transactivating regulatory protein)","5"
"F5CGG0","Protein Tat (Transactivating regulatory protein)","5"
"A0A650F8G5","Protein Tat (Transactivating regulatory protein)","5"
"A0A5J6SAJ8","Protein Tat (Transactivating regulatory protein)","5"
"D6NWN8","Protein Tat (Transactivating regulatory protein)","5"
"A0A3G5P3Z2","Protein Tat (Transactivating regulatory protein)","5"
"Q2EQ47","Protein Tat (Transactivating regulatory protein)","5"
"Q90MM6","Protein Tat (Transactivating regulatory protein)","5"
"Q4QXC5","Protein Tat (Transactivating regulatory protein)","5"
"A0A650F7L6","Protein Tat (Transactivating regulatory protein)","5"
